title,top_1_name,top_2_name,top_3_name,top_4_name,top_5_name,top_1_score,top_2_score,top_3_score,top_4_score,top_5_score
Avatar,The Matrix,The Inhabited Island,Tears of the Sun,Hanna,The Adventures of Pluto Nash,0.13230802328648197,0.12392479429062336,0.1224277405585007,0.1046778345760018,0.100909861200059
Pirates of the Caribbean: At World's End,Just Like Heaven,Bathory: Countess of Blood,Menace II Society,Captain America: The Winter Soldier,"Big Mommas: Like Father, Like Son",0.09367265839850308,0.08929832267899511,0.07848344597333759,0.0700282356935905,0.06956617194504525
Spectre,Never Say Never Again,From Russia with Love,Thunderball,Quantum of Solace,Dr. No,0.2569984243779029,0.19887815633589856,0.18916464239840525,0.1650568635998266,0.14402072001035046
The Dark Knight Rises,The Dark Knight,Batman Forever,Batman Returns,Batman,"Batman: The Dark Knight Returns, Part 2",0.30134401192143806,0.29849850514739457,0.28784156221362933,0.26445829972812623,0.1854358528917569
John Carter,Get Carter,The Marine 4: Moving Target,Desperado,Rescue Dawn,Rush Hour 2,0.20496164708686676,0.1636726965991704,0.11884119264216292,0.11236549737193448,0.09078304624195313
Spider-Man 3,Spider-Man,Spider-Man 2,The Amazing Spider-Man,The Amazing Spider-Man 2,Bronson,0.28267438218417273,0.24645758366083065,0.22280242681528833,0.2114066053005051,0.10120785745496719
Tangled,The Thief and the Cobbler,Despicable Me 2,Last Action Hero,Rodeo Girl,Against the Wild,0.07168858074461107,0.06382299413817916,0.05888279720340904,0.05735657912871879,0.056222015283615465
Avengers: Age of Ultron,The Avengers,Iron Man 2,Iron Man,Captain America: Civil War,Knight and Day,0.14637360559445659,0.13146474839096353,0.12607147108196604,0.12113775632413917,0.10451033289231612
Harry Potter and the Half-Blood Prince,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Chamber of Secrets,The Little Prince,0.34329234056580316,0.29970123238079655,0.1773630537777205,0.1605344770318291,0.1412590742254846
Batman v Superman: Dawn of Justice,Batman Returns,The Dark Knight Rises,Defendor,Batman,The Dark Knight,0.1419813162716551,0.13372413643238917,0.12968846154140157,0.12657130135062541,0.11855222481880592
Superman Returns,Superman IV: The Quest for Peace,Superman II,Superman,Superman III,Max Keeble's Big Move,0.32204765901329924,0.30390980726793093,0.21835554484779823,0.11547516863707184,0.0894066905085105
Quantum of Solace,Never Say Never Again,Spectre,Diamonds Are Forever,From Russia with Love,Casino Royale,0.20998168570635709,0.1650568635998266,0.15516890354490576,0.1484312499869714,0.14351530749961397
Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: On Stranger Tides,Highway,Ladder 49,Indiana Jones and the Last Crusade,0.15136453019890175,0.15122881110064115,0.11145596635037548,0.10680087766940422,0.09888346649342553
The Lone Ranger,The Legend of the Lone Ranger,Torque,Butch Cassidy and the Sundance Kid,Hit & Run,Triple 9,0.2087272247041282,0.14810877566861808,0.12667422821100505,0.09194733432163307,0.08819009882478668
Man of Steel,The Chronicles of Riddick,Prometheus,Titan A.E.,Midnight Special,The NeverEnding Story,0.18914123580904657,0.16373236407585762,0.1518893767898704,0.13689626801375016,0.12897181381748146
The Chronicles of Narnia: Prince Caspian,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",The Chronicles of Narnia: The Voyage of the Dawn Treader,Epic Movie,The Book of Life,The Lion King,0.34146129035182154,0.17907919007652806,0.13350727376030344,0.09182871267415517,0.08722736492360528
The Avengers,Avengers: Age of Ultron,Plastic,Timecop,This Thing of Ours,The Corruptor,0.14637360559445659,0.12278979408452781,0.11038394284566522,0.10752787544940773,0.09759195061907902
Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: The Curse of the Black Pearl,Pan,Highway,Pirates of the Caribbean: Dead Man's Chest,Patriot Games,0.18464708697416415,0.1605517517941133,0.15197892572042432,0.15122881110064115,0.1442921941317633
Men in Black 3,Timecop,The Book of Eli,Meet Dave,Rush Hour 2,Alex Cross,0.12232834701055331,0.11679116574603435,0.11405430696795137,0.10588168329810538,0.10549353065126565
The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,Dragon Nest: Warriors' Dawn,Men in Black,Harry Potter and the Order of the Phoenix,0.2963627814920095,0.23625032281653774,0.14187936569999815,0.08960456716908378,0.08943478156070378
The Amazing Spider-Man,The Amazing Spider-Man 2,Spider-Man,Spider-Man 3,Spider-Man 2,Hook,0.29144512180831506,0.22304331002342448,0.22280242681528833,0.18751191771022616,0.18739976825881163
Robin Hood,Robin Hood: Prince of Thieves,Robin and Marian,The Assassination of Jesse James by the Coward Robert Ford,The Edge,Enemy of the State,0.18267392645901226,0.153037564315463,0.09878644993178222,0.094013575819379,0.08581299468399584
The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,The Hobbit: The Battle of the Five Armies,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,How to Train Your Dragon 2,0.39921590173031984,0.2963627814920095,0.1809395533482822,0.10553117064770633,0.09664940854468801
The Golden Compass,Pan,The Jungle Book 2,City of Angels,The Legend of Hercules,Space Jam,0.08004199274110757,0.07549213862318395,0.07277300250500657,0.056900057928795364,0.05627742724100178
King Kong,Meet Dave,Morning Glory,Star Trek Beyond,Mud,Master and Commander: The Far Side of the World,0.17630853869759394,0.11432549246100578,0.11042240370558971,0.10722939664886279,0.1014255708265695
Titanic,Raise the Titanic,Ghost Ship,I Can Do Bad All By Myself,Niagara,The Rose,0.14199671178809384,0.10607980338695414,0.0982106204433319,0.09310625592311418,0.08777850730669773
Captain America: Civil War,Captain America: The Winter Soldier,Avengers: Age of Ultron,U-571,This Means War,Star Trek: Insurrection,0.14799568358109466,0.12113775632413917,0.09445747974240341,0.08921187648590276,0.08009576881170946
Battleship,Independence Daysaster,Titan A.E.,Krull,Star Trek IV: The Voyage Home,Impostor,0.1455723533641938,0.12993694124360722,0.1293595644785716,0.10732604755131109,0.09841786739058375
Jurassic World,The Lost World: Jurassic Park,Jurassic Park,National Lampoon's Vacation,The Nut Job,Black Knight,0.2394209580791818,0.1985846509625275,0.17408746611269915,0.13359765153606623,0.09171130666192194
Skyfall,Never Say Never Again,Spectre,Haywire,Dr. No,From Russia with Love,0.1940143288283974,0.13410252460542496,0.12641437828503937,0.12170406576875298,0.11042136146616979
Spider-Man 2,Spider-Man 3,Spider-Man,The Amazing Spider-Man,The Amazing Spider-Man 2,Superman,0.24645758366083065,0.20911701247958575,0.18751191771022616,0.16714161689276094,0.09820218148215051
Iron Man 3,Iron Man 2,Cradle 2 the Grave,Iron Man,Dead Man Down,The Siege,0.1635107455513176,0.15230460506961715,0.15088869151876816,0.1294043203797433,0.11841065893997203
Alice in Wonderland,Alice Through the Looking Glass,The Hole,Spirited Away,Resident Evil: Afterlife,The Christmas Bunny,0.1693142034029017,0.11811335091133604,0.11321681580396861,0.11302291710213898,0.09616119538883688
X-Men: The Last Stand,X-Men: First Class,X2,Blood Ties,X-Men,The Monuments Men,0.24636453383104506,0.16845889796375824,0.12009976780413849,0.11098252551562325,0.10014443275179918
Monsters University,"Monsters, Inc.",Monster House,Bridge to Terabithia,Diary of a Wimpy Kid: Dog Days,Harriet the Spy,0.17361752091384197,0.09037491276431849,0.07691306497551248,0.06363635426915888,0.06311467130656945
Transformers: Revenge of the Fallen,Transformers,Transformers: Age of Extinction,Transformers: Dark of the Moon,Nowhere to Run,X-Men Origins: Wolverine,0.37124699870071753,0.1809936281920891,0.17976782987118103,0.09405608141515583,0.0812183744198577
Transformers: Age of Extinction,Transformers: Revenge of the Fallen,Transformers,The Matrix,Dawn of the Planet of the Apes,Avatar,0.1809936281920891,0.1611819661388285,0.08220705694504894,0.08030396131297624,0.07454344927023439
Oz: The Great and Powerful,Legends of Oz: Dorothy's Return,Shark Tale,Monte Carlo,Corpse Bride,Marmaduke,0.2406290108716296,0.11909059049499228,0.07906577237839094,0.07605907954620908,0.07548060289763309
The Amazing Spider-Man 2,The Amazing Spider-Man,Spider-Man,Spider-Man 3,Hook,Pan,0.29144512180831506,0.24284788982355934,0.2114066053005051,0.20542958943608844,0.1777257199337401
TRON: Legacy,Transformers,Nowhere to Run,Snakes on a Plane,Plastic,Stealth,0.14475694631513136,0.13684352224915608,0.11078871848461264,0.10457964634601588,0.09234714314152123
Cars 2,Cars,Old School,Central Intelligence,Hidalgo,Drive Hard,0.24489024517980892,0.19013236181533133,0.18049002390043445,0.12048042918157473,0.10129902824045472
Green Lantern,Fantastic 4: Rise of the Silver Surfer,"I, Frankenstein",Jupiter Ascending,Underclassman,Chain Reaction,0.11304291047587953,0.09609974205791123,0.09411294806687102,0.08978389777188675,0.0886486398534707
Toy Story 3,Toy Story,Toy Story 2,The 40 Year Old Virgin,Man on the Moon,Heartbeeps,0.5137992502247125,0.4005424173036314,0.3784961676867833,0.19322863530952772,0.1652932415813287
Terminator Salvation,Terminator 3: Rise of the Machines,Terminator 2: Judgment Day,Terminator Genisys,The Matador,The Terminator,0.20938982906201167,0.20035177835648377,0.18674960499228294,0.17037021106114478,0.16856037781244324
Furious 7,The Fast and the Furious,Fast Five,Oldboy,A Man Apart,The Art of War,0.23887900959805275,0.1538859348012354,0.13018933697905954,0.1007035935823804,0.09392837987285581
World War Z,Teacher's Pet,Brick Lane,The Omega Code,Superman,Land of the Dead,0.1659980343364861,0.11312999217574393,0.11061054239981341,0.11015838659840439,0.09901117964271489
X-Men: Days of Future Past,Rescue Dawn,The Lovers,Epic,Titan A.E.,This Means War,0.16943730918378203,0.1301885332990328,0.13018608540442034,0.12794999148206054,0.12251487682980378
Star Trek Into Darkness,Star Trek V: The Final Frontier,Star Trek IV: The Voyage Home,Star Trek III: The Search for Spock,Star Trek VI: The Undiscovered Country,Star Trek Beyond,0.17564264431943394,0.1635534457693381,0.1609969799816114,0.14547993105419238,0.12514646387441497
Jack the Giant Slayer,Royal Kill,Delgo,Krampus,Henry & Me,The Devil's Tomb,0.13774849712669196,0.13358639824254873,0.12553484360288303,0.12360859189868006,0.1165580454052699
The Great Gatsby,Fascination,Les Misérables,Thank You for Smoking,Woman Thou Art Loosed,Joy,0.08352414453331286,0.07666906360337619,0.07635068982857855,0.07088898832252127,0.06936548158308625
Prince of Persia: The Sands of Time,Night Watch,Safe Haven,Epic,Rise of the Guardians,Rapa Nui,0.1526862395559577,0.1198131893174903,0.11815571598817384,0.10747829381832921,0.10479898195817317
Pacific Rim,Real Steel,Red Tails,Oblivion,Titan A.E.,Man of Steel,0.09710411623313966,0.08383980698321167,0.08256974615708433,0.08129840319698624,0.06889346056072507
Transformers: Dark of the Moon,Transformers: Revenge of the Fallen,Transformers,Jason Bourne,Lost in Space,Nowhere to Run,0.17976782987118103,0.11200244514201367,0.09740955156220447,0.09738826756224248,0.08739284529093974
Indiana Jones and the Kingdom of the Crystal Skull,Captain America: The First Avenger,American Outlaws,King Kong,National Treasure,Astro Boy,0.12984714053946372,0.0905558770803256,0.08776402268315649,0.0867220987648179,0.07995841865838059
The Good Dinosaur,The Land Before Time,Year One,Stuart Little,Walking With Dinosaurs,Jurassic Park,0.1830187372961159,0.15058199209385484,0.1483387824326238,0.14278392922988367,0.12551323663676942
Brave,Royal Kill,The Tale of Despereaux,Dead Man Down,Shrek the Third,Your Highness,0.13151465373228,0.12478738827592127,0.1220623916223191,0.10786889383468004,0.10744678821249601
Star Trek Beyond,Star Trek: First Contact,Star Trek: Insurrection,Star Trek IV: The Voyage Home,Star Trek: Nemesis,Serenity,0.19873415137007389,0.17073214670725428,0.1417714242970159,0.13615205767823668,0.1318088657089174
WALL·E,The Black Hole,Stuart Little,Meet Dave,Astro Boy,Bill & Ted's Bogus Journey,0.13135660063590332,0.10885690074772819,0.10645285336950862,0.10288327444676822,0.09984825955076533
Rush Hour 3,The Replacement Killers,Eraser,Out of Time,Rush Hour 2,The Interpreter,0.17192224824937907,0.15973761076045206,0.15364860817122214,0.15306377651545977,0.15231611370076772
2012,The Core,The Darkest Hour,Independence Day: Resurgence,Prometheus,Man of Steel,0.12926525842690215,0.10785162532622342,0.1075084928511337,0.10547509971150021,0.09647317319622584
A Christmas Carol,The Muppet Christmas Carol,Bad Santa,Biutiful,A Charlie Brown Christmas,The Fountain,0.30026894076336447,0.09220299271597779,0.08290414874892589,0.0709964590411559,0.06876210213328139
Jupiter Ascending,Prometheus,The Assassin,Titan A.E.,The Ice Pirates,Green Lantern,0.11935860896653941,0.0985587593370521,0.09769638658444532,0.0950048780727022,0.09411294806687102
The Legend of Tarzan,Ghosts of Mars,Paint Your Wagon,Dragon Wars: D-War,Eight Legged Freaks,The Jungle Book 2,0.1197302102790613,0.11391955717671208,0.11129950303972677,0.09617236435074357,0.09442240397712723
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",The Chronicles of Narnia: Prince Caspian,Epic Movie,The Wizard of Oz,Just Visiting,Into the Woods,0.34146129035182154,0.19104445528476857,0.13457292655310585,0.10160423844923422,0.0949953054132676
X-Men: Apocalypse,Pirates of the Caribbean: At World's End,Spectre,The Dark Knight Rises,John Carter,Spider-Man 3,0.0,0.0,0.0,0.0,0.0
The Dark Knight,The Dark Knight Rises,Batman Returns,"Batman: The Dark Knight Returns, Part 2",Batman Forever,Batman,0.30134401192143806,0.2492821170060199,0.22437533027188544,0.21389707858001306,0.18223106776861409
Up,I Love You Phillip Morris,Raising Helen,Along Came Polly,Farce of the Penguins,Troop Beverly Hills,0.1624772647348052,0.1407775031334669,0.10593484741731152,0.10381804751404827,0.09998684605152547
Monsters vs Aliens,Muppets from Space,Rambo: First Blood Part II,Extreme Ops,Paul,WALL·E,0.08632378611125022,0.07824131090011092,0.07126162146558629,0.06587554020085831,0.06476982678886542
Iron Man,Iron Man 2,Iron Man 3,Cradle 2 the Grave,Avengers: Age of Ultron,Batman Begins,0.17990837624336087,0.15088869151876816,0.13542506393834444,0.12607147108196604,0.10483241436762833
Hugo,The Train,Extremely Loud & Incredibly Close,Little Boy,Les Misérables,The Midnight Meat Train,0.1391886870779492,0.13880666944697262,0.116492288623367,0.11364350609557695,0.0960408032043066
Wild Wild West,The Guilt Trip,Cats & Dogs 2 : The Revenge of Kitty Galore,The Jimmy Show,The First Great Train Robbery,Around the World in 80 Days,0.14633039529771685,0.1287551926858878,0.11075361643317289,0.10532197120305836,0.10044689532599187
The Mummy: Tomb of the Dragon Emperor,Curse of the Golden Flower,1911,The Mummy Returns,Pete's Dragon,Return of the Jedi,0.1832531981242886,0.14995091917597486,0.14488858942698626,0.10467355503342335,0.08673708747636777
Suicide Squad,Invasion U.S.A.,RED,Escape Plan,True Lies,Creepshow,0.14439783108589005,0.12684839979625684,0.09661836755329263,0.09475534469699529,0.07879512573676699
Evan Almighty,Charlie Wilson's War,Gods of Egypt,American Pie 2,The Apartment,Clash of the Titans,0.09240963417666245,0.08275730884527582,0.07767704608168753,0.0770192270464355,0.07527581112189086
Edge of Tomorrow,Red Tails,Aliens vs Predator: Requiem,Die Hard,Bangkok Dangerous,xXx,0.11191867347727036,0.10474960436749374,0.10401181936168255,0.10317225223800552,0.0993188049224556
Waterworld,G.I. Joe: The Rise of Cobra,Fortress,The Darkest Hour,Ice Age: The Meltdown,Pirates of the Caribbean: On Stranger Tides,0.11743483560250728,0.11119162478437669,0.09370575844282969,0.0875163554398145,0.07913963411252539
G.I. Joe: The Rise of Cobra,G.I. Joe: Retaliation,Waterworld,The Devil's Tomb,Blades of Glory,Spy Kids: All the Time in the World,0.12289458313542798,0.11743483560250728,0.10174304772604195,0.09880256080428651,0.09798755512643534
Inside Out,The Other End of the Line,Groove,My Last Day Without You,Welcome to the Rileys,Fun Size,0.15095503519753306,0.1499825632866038,0.14205039924287932,0.12524140766954664,0.11841335541305231
The Jungle Book,The Jungle Book 2,The Polar Express,The Lion King,A Walk on the Moon,Ted,0.19745415532735394,0.15178589781735496,0.1332774375561175,0.11797171616572764,0.11716893383563595
Iron Man 2,Iron Man,Iron Man 3,Avengers: Age of Ultron,Cradle 2 the Grave,Mad Max: Fury Road,0.17990837624336087,0.1635107455513176,0.13146474839096353,0.10139116701146883,0.08202273727706867
Snow White and the Huntsman,Snow White and the Seven Dwarfs,Mirror Mirror,The Snow Queen,The Huntsman: Winter's War,The Magic Flute,0.47904127793828594,0.4135451764806286,0.34264870225749394,0.2635667936247845,0.18323834537025752
Maleficent,Elizabeth: The Golden Age,Apocalypto,Brave,Royal Kill,Dragonslayer,0.12454434112523521,0.08101568825031406,0.07711575393193493,0.07541714252495561,0.07486669387998786
Dawn of the Planet of the Apes,Battle for the Planet of the Apes,Groove,Cleopatra,Inside Out,Conquest of the Planet of the Apes,0.27160199595419243,0.1532899485947622,0.11228343393162292,0.10544880231256214,0.10543022846326203
The Lovers,Beyond Borders,The Age of Innocence,X-Men: Days of Future Past,Love and Other Catastrophes,The Horseman on the Roof,0.14626953984848165,0.1423123717247467,0.1301885332990328,0.12263278789830362,0.11805995746973438
47 Ronin,Teenage Mutant Ninja Turtles III,3 Ninjas Kick Back,Hitman,Bandslam,Jackass 3D,0.12785294961265076,0.1269137404488038,0.1200069008515157,0.10856487063518419,0.10724998302245475
Captain America: The Winter Soldier,Captain America: The First Avenger,Captain America: Civil War,Royal Kill,Sky Captain and the World of Tomorrow,Team America: World Police,0.21130909442220486,0.14799568358109466,0.10206520063207093,0.09968911119190263,0.09928794754046696
Shrek Forever After,Shrek 2,Shrek the Third,Shrek,Puss in Boots,Young Guns,0.31984692997398095,0.281036725602977,0.12900822588305813,0.09861413746443172,0.09577887950897901
Tomorrowland,Dr. No,Robots,The Croods,Mr. Peabody & Sherman,Bandslam,0.09006487551582996,0.08973944601020357,0.08237710843167434,0.08229423325473682,0.08120827966436395
Big Hero 6,Phat Girlz,Chappie,The World Is Not Enough,Coffee Town,RED,0.21794680575932873,0.11953828664980537,0.1087000816086445,0.09728124853082812,0.09674809892447749
Wreck-It Ralph,Pixels,The Wicked Lady,Saint Ralph,Grandma's Boy,Casino Royale,0.1999233338261836,0.17971599341534217,0.17841480639144247,0.1457741489441416,0.14515144673199495
The Polar Express,The Jungle Book,Man of Steel,Eragon,The Santa Clause 2,Elf,0.15178589781735496,0.12335237297669091,0.1137773124891903,0.10920990051358129,0.10218763444395093
Independence Day: Resurgence,Meet Dave,Stealth,Independence Daysaster,Aliens in the Attic,Star Trek IV: The Voyage Home,0.14830154275494917,0.13265109203661454,0.13204422245641947,0.1250829661481463,0.11998452274391984
How to Train Your Dragon,Dragon Nest: Warriors' Dawn,How to Train Your Dragon 2,Dragonslayer,George and the Dragon,Pete's Dragon,0.1980722744775994,0.18670283915663397,0.13146818583712627,0.12672314205598995,0.11353877072251267
Terminator 3: Rise of the Machines,Terminator Salvation,Terminator 2: Judgment Day,Highlander: Endgame,Terminator Genisys,The Terminator,0.20938982906201167,0.2013876501794297,0.2010025004000374,0.17564887210662675,0.1406485722722602
Guardians of the Galaxy,The Amazing Spider-Man 2,The Amazing Spider-Man,After Earth,Hook,Night Watch,0.10343677498848551,0.09013250828755143,0.08759231358441827,0.08630646336649113,0.08562427231434883
Interstellar,Starship Troopers,The Green Inferno,Prometheus,All Good Things,Winnie Mandela,0.11230540969828566,0.10667210638191243,0.09351878569827922,0.08980578350180962,0.075525606841218
Inception,Cypher,Mission: Impossible - Rogue Nation,Stone Cold,Central Intelligence,A History of Violence,0.09539862812866332,0.09456644541888345,0.08695835860405701,0.08253188618745873,0.07697681590417016
Shin Godzilla,Epic,A Monster in Paris,Reno 911!: Miami,Chain of Command,Hulk,0.144760934493171,0.14017913219696929,0.11338555770967251,0.11094380172893208,0.10298676283817086
The Hobbit: An Unexpected Journey,The Hobbit: The Desolation of Smaug,The Hobbit: The Battle of the Five Armies,The Lord of the Rings: The Fellowship of the Ring,How to Train Your Dragon 2,Journey to the Center of the Earth,0.39921590173031984,0.23625032281653774,0.19513958406723275,0.1102995344330889,0.10595663149949575
The Fast and the Furious,Fast Five,Furious 7,Point Break,Need for Speed,Speed Racer,0.3440421751209454,0.23887900959805275,0.12225151809651731,0.11936655801351684,0.09892860540997833
The Curious Case of Benjamin Button,The Patriot,The Box,"Lovely, Still",We Bought a Zoo,The Believer,0.1641071478371361,0.16126960566109982,0.14276655566131102,0.13900222023524064,0.13620300490310386
X-Men: First Class,X-Men: The Last Stand,X2,X-Men,Fantastic 4: Rise of the Silver Surfer,Return to Oz,0.24636453383104506,0.19355708424071555,0.12787715288388618,0.10551926930935875,0.0999534227418161
The Hunger Games: Mockingjay - Part 2,The Hunger Games: Catching Fire,The Hunger Games,The Hunger Games: Mockingjay - Part 1,Snow White and the Huntsman,The Sentinel,0.33897726030964825,0.2975411620197378,0.17225593380521034,0.14289655376796628,0.14140230400909976
The Sorcerer's Apprentice,A History of Violence,TMNT,The Scorpion King,Twin Falls Idaho,The Wolverine,0.0875725222961961,0.08411588910987752,0.08265652959150258,0.08262039508240535,0.08210350175890241
Poseidon,Star Trek II: The Wrath of Khan,Serenity,"20,000 Leagues Under the Sea",Ghost Ship,Against the Wild,0.14680823807919055,0.12734442947722155,0.12478551863556839,0.1214562467525608,0.11298675220400102
Alice Through the Looking Glass,Alice in Wonderland,Warcraft,The Fifth Element,Return to Never Land,Son of the Mask,0.1693142034029017,0.08436485107320905,0.06281657318867302,0.0561955892756889,0.05396676053814231
Shrek the Third,Shrek 2,Shrek Forever After,Shrek,Quest for Camelot,Snow White and the Huntsman,0.49435134323118285,0.281036725602977,0.18888943177557274,0.15032191446340717,0.1399734538608784
Warcraft,Platoon,Jack the Giant Slayer,Krull,Star Trek Into Darkness,The Wolverine,0.11627900187453347,0.11056019591856654,0.10680441631496593,0.097235754151821,0.09666796585494179
Terminator Genisys,Terminator 2: Judgment Day,Terminator Salvation,Terminator 3: Rise of the Machines,X-Men: Days of Future Past,The Other Side of Heaven,0.25651790970760113,0.18674960499228294,0.17564887210662675,0.12070359897167954,0.10162057481260976
The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: Prince Caspian,Journey to the Center of the Earth,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Land of the Lost,The Croods,0.17907919007652806,0.09114351408747724,0.08139147758246396,0.07102156190538292,0.06599156872654871
Pearl Harbor,Tora! Tora! Tora!,Top Gun,The Quiet American,Flyboys,From Here to Eternity,0.13650977793636895,0.10674808629606174,0.1063105831269418,0.09919323550325956,0.07784377169257753
Transformers,Transformers: Revenge of the Fallen,Transformers: Age of Extinction,Nowhere to Run,TRON: Legacy,The Lord of the Rings: The Return of the King,0.37124699870071753,0.1611819661388285,0.15485399387505103,0.14475694631513136,0.11451213398590857
Alexander,300,One Night with the King,300: Rise of an Empire,One Man's Hero,Glory,0.17213793427995042,0.12848696362880183,0.09818142056204548,0.09736969478877076,0.09511978821525557
Harry Potter and the Order of the Phoenix,Harry Potter and the Goblet of Fire,Harry Potter and the Half-Blood Prince,Harry Potter and the Prisoner of Azkaban,Dude Where's My Dog?,Harry Potter and the Chamber of Secrets,0.3383804242176425,0.29970123238079655,0.22160942678504048,0.18332557376982492,0.16718253103785197
Harry Potter and the Goblet of Fire,Harry Potter and the Half-Blood Prince,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Order of the Phoenix,Harry Potter and the Chamber of Secrets,Dude Where's My Dog?,0.34329234056580316,0.34227630713529217,0.3383804242176425,0.32095193269775574,0.22346224486520258
Hancock,Megamind,Just Visiting,My Super Ex-Girlfriend,13 Hours: The Secret Soldiers of Benghazi,Duplex,0.09839804455465599,0.0765087364002131,0.06927104481672465,0.0661788307148514,0.06176772987342462
I Am Legend,Snakes on a Plane,28 Days Later,Land of the Dead,Osmosis Jones,P.S. I Love You,0.17495697661004697,0.10886181337957346,0.10859032430878379,0.09651155138160952,0.09550824944024383
Charlie and the Chocolate Factory,Willy Wonka & the Chocolate Factory,Doogal,Chocolat,Epic Movie,Spirited Away,0.20408533041994725,0.1875077726607398,0.14113467601683205,0.13584852360844227,0.1287164961524349
Ratatouille,Woman on Top,The Princess and the Frog,TMNT,Flushed Away,Bottle Shock,0.1116033257574644,0.1018963461012471,0.09841246997806986,0.08801249663519696,0.08615346809585903
Batman Begins,Batman Forever,Batman,Batman Returns,The Dark Knight Rises,The Dark Knight,0.22297788756092599,0.18823104524457232,0.1783737913317854,0.16800014138744912,0.16194428138879638
Madagascar: Escape 2 Africa,Madagascar 3: Europe's Most Wanted,Happy Feet,March of the Penguins,Back to the Future Part II,Mr. Popper's Penguins,0.3400941830445668,0.1279432331925499,0.09285435016917062,0.08892183506018056,0.08704724296999668
Night at the Museum: Battle of the Smithsonian,Night at the Museum,Night at the Museum: Secret of the Tomb,Inherent Vice,The Island,Inkheart,0.2645843932346554,0.12533788971836152,0.1069952290625117,0.10364249603522865,0.10089120973518004
X-Men Origins: Wolverine,In the Name of the King: A Dungeon Siege Tale,Stealth,The Wolverine,Legal Eagles,X2,0.14415749848777015,0.12705627558981888,0.12549108348952798,0.12162695812491768,0.11461852373740533
The Matrix Revolutions,The Matrix Reloaded,Delgo,War,Hellboy II: The Golden Army,Invasion U.S.A.,0.31324949085813036,0.12006984293378041,0.1176141660867485,0.10960937653770879,0.10903882354677485
Frozen,Stardust,Curious George,127 Hours,The Legend of Hercules,Spirit: Stallion of the Cimarron,0.13625806737527488,0.09474087841750331,0.09113045716490625,0.08957455487528869,0.08815465115018845
The Matrix Reloaded,The Matrix Revolutions,Commando,The Matrix,Sugar Hill,Ultraviolet,0.31324949085813036,0.19889982340042558,0.10913974314697504,0.10867103196855465,0.08528844180223466
Thor: The Dark World,Thor,Prometheus,The Timber,Ballistic: Ecks vs. Sever,Money Train,0.35706126148536366,0.10822893118666746,0.09791311961902127,0.09566101774533603,0.09050207193996268
Mad Max: Fury Road,Kites,Star Trek Beyond,Femme Fatale,Beastmaster 2: Through the Portal of Time,Amnesiac,0.15019220151860213,0.10515674846115686,0.09840045816881138,0.09336848378878339,0.08889166565148787
Angels & Demons,The Da Vinci Code,National Treasure,Bad Company,X-Men: The Last Stand,The Hunger Games: Mockingjay - Part 1,0.15120182341538185,0.10274319378590512,0.09863773308675575,0.09787032262728887,0.08139060918885284
Thor,Thor: The Dark World,Man of Steel,Prometheus,Journey to the Center of the Earth,Hellboy II: The Golden Army,0.35706126148536366,0.10213888609868194,0.08921973819488382,0.08446057383942197,0.08285174348129759
Bolt,Super,Bucky Larson: Born to Be a Star,The Trouble with Harry,Frankenweenie,Cats Don't Dance,0.15863848952699552,0.1318700103615838,0.1202592998753237,0.11635265767616376,0.112741135989451
G-Force,Spirited Away,The Sentinel,True Lies,Rambo: First Blood Part II,Resident Evil,0.130030560131142,0.10857347661585735,0.10684616305400993,0.10302024730772336,0.0969905455546601
Wrath of the Titans,Clash of the Titans,Percy Jackson & the Olympians: The Lightning Thief,Hercules,Dune,Savva. Heart of the Warrior,0.19599264583921805,0.18734163305382984,0.09255994789149524,0.08409961725872125,0.07654706030149716
Dark Shadows,Blade II,Fright Night,Driving Lessons,Underworld: Awakening,UHF,0.08759932410356294,0.0856913992407566,0.08353890880582639,0.07685933421407201,0.07640205641767549
Mission: Impossible - Rogue Nation,Mission: Impossible - Ghost Protocol,Mission: Impossible III,Mission: Impossible II,X-Men,Navy Seals vs. Zombies,0.2012286484559744,0.18635992765753728,0.1658064039832854,0.14814145083876024,0.12900896020296113
The Wolfman,Blood and Chocolate,The Barbarian Invasions,The Man Who Knew Too Little,Forty Shades of Blue,Underworld,0.13128621898700224,0.11862336127879027,0.10907900953451358,0.10068900355571682,0.09806657798125035
